Sample	Kallisto_mqc-generalstats-kallisto-fragment_length	Kallisto_mqc-generalstats-kallisto-percent_aligned	Kallisto_mqc-generalstats-kallisto-pseudoaligned_reads
BCQL3_S45_L001_R1_001_trim	0.0	11.871970030850596	34480.0
CB24_S23_L001_R1_001_trim	0.0	89.61365538289877	218453.0
CB26_S39_L001_R1_001_trim	0.0	87.77325243121935	190080.0
CB39_S56_L001_R1_001_trim	0.0	88.82524533636207	543535.0
LA100_S25_L001_R1_001_trim	0.0	10.473949302287176	10148.0
LA101_S37_L001_R1_001_trim	0.0	66.91721928740024	47629.0
LA102_S49_L001_R1_001_trim	0.0	86.92220360058388	80390.0
LA103_S61_L001_R1_001_trim	0.0	79.2222775782049	60426.0
LA104_S73_L001_R1_001_trim	0.0	73.3484014562018	42512.0
LA105_S85_L001_R1_001_trim	0.0	70.35012809564475	37071.0
LA106_S2_L001_R1_001_trim	0.0	23.83424326501387	42608.0
LA108_S14_L001_R1_001_trim	0.0	50.318279028808654	59997.0
LA110_S26_L001_R1_001_trim	0.0	80.5586672069023	67600.0
LA114_S38_L001_R1_001_trim	0.0	2.323824290763833	3537.0
LA115_S50_L001_R1_001_trim	0.0	2.0555603337060293	956.0
LA116_S62_L001_R1_001_trim	0.0	2.2130950231690436	2942.0
LA118_S74_L001_R1_001_trim	0.0	2.344231955582974	342.0
LA121_S86_L001_R1_001_trim	0.0	53.10283182138035	27922.0
LA122_S3_L001_R1_001_trim	0.0	48.69572328072614	41685.0
LA123_S15_L001_R1_001_trim	0.0	62.67556014843346	40029.0
LA124_S27_L001_R1_001_trim	0.0	25.854839324514924	27130.0
LA125_S39_L001_R1_001_trim	0.0	59.62885078153792	55010.0
LA126_S51_L001_R1_001_trim	0.0	41.516286460106684	25606.0
LA127_S63_L001_R1_001_trim	0.0	6.112253267573528	5738.0
LA128_S75_L001_R1_001_trim	0.0	4.514934012502894	1950.0
LA129_S87_L001_R1_001_trim	0.0	74.32880810716576	66085.0
LA130_S4_L001_R1_001_trim	0.0	2.697495183044316	308.0
LA132_S16_L001_R1_001_trim	421.04	18.029544960151878	9117.0
LA137_S28_L001_R1_001_trim	0.0	81.24204872072751	68968.0
LA138_S40_L001_R1_001_trim	0.0	1.8486871097066822	1720.0
LA141_S52_L001_R1_001_trim	0.0	2.4238030962022363	2909.0
LA142_S64_L001_R1_001_trim	0.0	1.915002998886128	1341.0
LA143_S76_L001_R1_001_trim	0.0	2.0128804141937113	1594.0
LA145_S88_L001_R1_001_trim	0.0	77.35131613006881	86659.0
LA146_S5_L001_R1_001_trim	0.0	1.7151284757097631	1349.0
LA147_S17_L001_R1_001_trim	223.0	3.8576766695748077	4687.0
LA148_S29_L001_R1_001_trim	0.0	2.417253062288246	1855.0
LA149_S41_L001_R1_001_trim	0.0	1.9201698240648417	1194.0
LA150_S53_L001_R1_001_trim	0.0	1.7241379310344827	2.0
LA151_S65_L001_R1_001_trim	0.0	1.718573994580936	1129.0
LA153_S77_L001_R1_001_trim	0.0	76.90387611688766	48371.0
LA161_S89_L001_R1_001_trim	0.0	41.208868442911	32248.0
LA162_S6_L001_R1_001_trim	0.0	85.41106024068313	73316.0
LA163_S18_L001_R1_001_trim	0.0	81.38282538254863	70576.0
LA164_S30_L001_R1_001_trim	0.0	2.9283888455568343	3792.0
LA165_S42_L001_R1_001_trim	0.0	80.72862651243186	60716.0
LA166_S54_L001_R1_001_trim	0.0	93.91299131712731	62624.0
LA167_S66_L001_R1_001_trim	0.0	91.35221841513716	83717.0
LA168_S78_L001_R1_001_trim	0.0	72.16380016380016	66084.0
LA169_S90_L001_R1_001_trim	421.0	51.69831112975978	49284.0
LA170_S7_L001_R1_001_trim	0.0	1.4249739492879472	1641.0
LA171_S19_L001_R1_001_trim	0.0	2.113949807822745	1496.0
LA172_S31_L001_R1_001_trim	0.0	7.279853870157546	3826.0
LA173_S43_L001_R1_001_trim	0.0	2.981686944017594	2115.0
LA175_S55_L001_R1_001_trim	0.0	4.14005032907472	1711.0
LA177_S67_L001_R1_001_trim	0.0	46.17539894843649	40047.0
LA179_S79_L001_R1_001_trim	0.0	75.39795050427315	37230.0
LA180_S91_L001_R1_001_trim	0.0	57.80677080717263	46035.0
LA182_S8_L001_R1_001_trim	0.0	90.8918024883151	67868.0
LA183_S20_L001_R1_001_trim	0.0	86.81845093923248	64520.0
LA184_S32_L001_R1_001_trim	0.0	82.15263391535957	44415.0
LA185_S44_L001_R1_001_trim	0.0	84.89318303811058	39539.0
LA186_S56_L001_R1_001_trim	0.0	45.79550153724446	25471.0
LA187_S68_L001_R1_001_trim	0.0	49.54865960418299	14546.0
LA188_S80_L001_R1_001_trim	0.0	1.6361017349988176	761.0
LA22_S15_L001_R1_001_trim	0.0	6.665662778167307	14165.0
LA30_S78_L001_R1_001_trim	0.0	18.60007055503293	18981.0
LA31_S5_L001_R1_001_trim	0.0	91.64523925347665	118687.0
LA34_S16_L001_R1_001_trim	0.0	83.46066242763595	105531.0
LA38_S59_L001_R1_001_trim	0.0	1.381665165042182	2699.0
LA39_S69_L001_R1_001_trim	0.0	5.6367405598585725	8864.0
LA40_S79_L001_R1_001_trim	0.0	2.617570982013562	2621.0
LA41_S6_L001_R1_001_trim	0.0	5.002815925139713	5774.0
LA45_S28_L001_R1_001_trim	0.0	91.47421331680782	132848.0
LA48_S60_L001_R1_001_trim	0.0	32.98579158537932	35845.0
LA62_S81_L001_R1_001_trim	0.0	2.9201286748894737	6790.0
LA63_S8_L001_R1_001_trim	0.0	4.522566743867169	7850.0
LA64_S19_L001_R1_001_trim	0.0	44.58933990895296	84627.0
LA66_S41_L001_R1_001_trim	0.0	12.331975359666213	12532.0
LA67_S52_L001_R1_001_trim	0.0	2.481883699615585	3764.0
LA6_S36_L001_R1_001_trim	0.0	7.545149263597663	5707.0
LA7_S47_L001_R1_001_trim	0.0	7.416200711288557	7653.0
LA80_S42_L001_R1_001_trim	0.0	79.58252596397338	77624.0
LA82_S63_L001_R1_001_trim	0.0	2.381611045444257	3788.0
LA87_S32_L001_R1_001_trim	0.0	9.610843900306078	4396.0
LA89_S54_L001_R1_001_trim	0.0	12.021110146505594	24509.0
LA91_S74_L001_R1_001_trim	0.0	80.62296075739475	45219.0
LA94_S22_L001_R1_001_trim	0.0	91.68966313716432	75423.0
LA95_S33_L001_R1_001_trim	0.0	6.698757287511508	3493.0
LA96_S44_L001_R1_001_trim	0.0	10.515241208074404	7496.0
LA97_S1_L001_R1_001_trim	0.0	72.74577996437357	34304.0
LA98_S13_L001_R1_001_trim	0.0	42.29731240318743	26487.0
ORCL8_S16_L001_R1_001_trim	0.0	88.38853530150577	62633.0
ORCL9_S32_L001_R1_001_trim	0.0	88.75552321047981	170739.0
ORDL8_S24_L001_R1_001_trim	0.0	88.42462265154101	157998.0
SDAL17_S53_L001_R1_001_trim	0.0	9.675533180052327	48815.0
SDBL5_S40_L001_R1_001_trim	0.0	88.13513071003656	193788.0
SDCL10_S48_L001_R1_001_trim	0.0	86.59979238254904	312000.0
WAAL6_S63_L001_R1_001_trim	0.0	84.49891792207355	301035.0
WABL8_S55_L001_R1_001_trim	0.0	89.66455884082649	320176.0
WAFL8_S8_L001_R1_001_trim	0.0	16.20675566071679	26576.0
